"module name","licenses","repository","licenseUrl","parents"
"has-symbols@1.0.1","MIT","https://github.com/ljharb/has-symbols","https://github.com/ljharb/has-symbols/raw/master/LICENSE","acap-sdk"
"has-unicode@2.0.1","ISC","https://github.com/iarna/has-unicode","https://github.com/iarna/has-unicode/raw/master/LICENSE","fsevents:watchpack:acap-sdk"
"has-value@0.3.1","MIT","https://github.com/jonschlinkert/has-value","https://github.com/jonschlinkert/has-value/raw/master/LICENSE","unset-value:acap-sdk"
"has-value@1.0.0","MIT","https://github.com/jonschlinkert/has-value","https://github.com/jonschlinkert/has-value/raw/master/LICENSE","acap-sdk"
"has-values@0.1.4","MIT","https://github.com/jonschlinkert/has-values","https://github.com/jonschlinkert/has-values/raw/master/LICENSE","unset-value:acap-sdk"
"has-values@1.0.0","MIT","https://github.com/jonschlinkert/has-values","https://github.com/jonschlinkert/has-values/raw/master/LICENSE","acap-sdk"
"has@1.0.3","MIT","https://github.com/tarruda/has","https://github.com/tarruda/has/raw/master/LICENSE-MIT","acap-sdk"
"hash-base@3.0.4","MIT","https://github.com/crypto-browserify/hash-base","https://github.com/crypto-browserify/hash-base/raw/master/LICENSE","acap-sdk"
"hash.js@1.1.7","MIT","https://github.com/indutny/hash.js","https://github.com/indutny/hash.js","acap-sdk"
"he@1.2.0","MIT","https://github.com/mathiasbynens/he","https://github.com/mathiasbynens/he/raw/master/LICENSE-MIT.txt","acap-sdk"
"hmac-drbg@1.0.1","MIT","https://github.com/indutny/hmac-drbg","https://github.com/indutny/hmac-drbg","acap-sdk"
"homedir-polyfill@1.0.3","MIT","https://github.com/doowb/homedir-polyfill","https://github.com/doowb/homedir-polyfill/raw/master/LICENSE","acap-sdk"
"hpack.js@2.1.6","MIT","https://github.com/indutny/hpack.js","https://github.com/indutny/hpack.js","acap-sdk"
"html-entities@1.2.1","MIT","https://github.com/mdevils/node-html-entities","https://github.com/mdevils/node-html-entities/raw/master/LICENSE","acap-sdk"
"html-loader@0.5.5","MIT","https://github.com/webpack-contrib/html-loader","https://github.com/webpack-contrib/html-loader/raw/master/LICENSE","acap-sdk"
"html-minifier@3.5.21","MIT","https://github.com/kangax/html-minifier","https://github.com/kangax/html-minifier/raw/master/LICENSE","acap-sdk"
"http-deceiver@1.2.7","MIT","https://github.com/indutny/http-deceiver","https://github.com/indutny/http-deceiver","acap-sdk"
"http-errors@1.6.3","MIT","https://github.com/jshttp/http-errors","https://github.com/jshttp/http-errors/raw/master/LICENSE","serve-index:acap-sdk"
"http-errors@1.7.2","MIT","https://github.com/jshttp/http-errors","https://github.com/jshttp/http-errors/raw/master/LICENSE","acap-sdk"
"http-parser-js@0.4.10","MIT","https://github.com/creationix/http-parser-js","https://github.com/creationix/http-parser-js/raw/master/LICENSE.md","acap-sdk"
"http-proxy-middleware@0.19.1","MIT","https://github.com/chimurai/http-proxy-middleware","https://github.com/chimurai/http-proxy-middleware/raw/master/LICENSE","acap-sdk"
"http-proxy@1.18.0","MIT","https://github.com/http-party/node-http-proxy","https://github.com/http-party/node-http-proxy/raw/master/LICENSE","acap-sdk"
"https-browserify@1.0.0","MIT","https://github.com/substack/https-browserify","https://github.com/substack/https-browserify/raw/master/LICENSE","acap-sdk"
"iconv-lite@0.4.24","MIT","https://github.com/ashtuchkin/iconv-lite","https://github.com/ashtuchkin/iconv-lite/raw/master/LICENSE","acap-sdk"
"icss-utils@4.1.1","ISC","https://github.com/css-modules/icss-utils","https://github.com/css-modules/icss-utils/raw/master/LICENSE.md","acap-sdk"
"ieee754@1.1.13","BSD-3-Clause","https://github.com/feross/ieee754","https://github.com/feross/ieee754/raw/master/LICENSE","acap-sdk"
"iferr@0.1.5","MIT","https://github.com/shesek/iferr","https://github.com/shesek/iferr/raw/master/LICENSE","acap-sdk"
"ignore-walk@3.0.3","ISC","https://github.com/isaacs/ignore-walk","https://github.com/isaacs/ignore-walk/raw/master/LICENSE","fsevents:watchpack:acap-sdk"
"import-local@2.0.0","MIT","https://github.com/sindresorhus/import-local","https://github.com/sindresorhus/import-local/raw/master/license","acap-sdk"
"imports-loader@0.8.0","MIT","https://github.com/webpack-contrib/imports-loader","https://github.com/webpack-contrib/imports-loader/raw/master/LICENSE","acap-sdk"
"imurmurhash@0.1.4","MIT","https://github.com/jensyt/imurmurhash-js","https://github.com/jensyt/imurmurhash-js","acap-sdk"
"indexes-of@1.0.1","MIT","https://github.com/dominictarr/indexes-of","https://github.com/dominictarr/indexes-of/raw/master/LICENSE","acap-sdk"
"infer-owner@1.0.4","ISC","https://github.com/npm/infer-owner","https://github.com/npm/infer-owner/raw/master/LICENSE","acap-sdk"
"inflight@1.0.6","ISC","https://github.com/npm/inflight","https://github.com/npm/inflight/raw/master/LICENSE","acap-sdk"
"inherits@2.0.1","ISC","https://github.com/isaacs/inherits","https://github.com/isaacs/inherits/raw/master/LICENSE","assert:acap-sdk"
"inherits@2.0.3","ISC","https://github.com/isaacs/inherits","https://github.com/isaacs/inherits/raw/master/LICENSE","http-errors:acap-sdk"
"inherits@2.0.4","ISC","https://github.com/isaacs/inherits","https://github.com/isaacs/inherits/raw/master/LICENSE","acap-sdk"
"ini@1.3.5","ISC","https://github.com/isaacs/ini","https://github.com/isaacs/ini/raw/master/LICENSE","acap-sdk"
"internal-ip@4.3.0","MIT","https://github.com/sindresorhus/internal-ip","https://github.com/sindresorhus/internal-ip/raw/master/license","acap-sdk"
"interpret@1.2.0","MIT","https://github.com/gulpjs/interpret","https://github.com/gulpjs/interpret/raw/master/LICENSE","acap-sdk"
"invert-kv@2.0.0","MIT","https://github.com/sindresorhus/invert-kv","https://github.com/sindresorhus/invert-kv/raw/master/license","acap-sdk"
"ip-regex@2.1.0","MIT","https://github.com/sindresorhus/ip-regex","https://github.com/sindresorhus/ip-regex/raw/master/license","acap-sdk"
"ip@1.1.5","MIT","https://github.com/indutny/node-ip","https://github.com/indutny/node-ip","acap-sdk"
"ipaddr.js@1.9.1","MIT","https://github.com/whitequark/ipaddr.js","https://github.com/whitequark/ipaddr.js/raw/master/LICENSE","acap-sdk"
"is-absolute-url@3.0.3","MIT","https://github.com/sindresorhus/is-absolute-url","https://github.com/sindresorhus/is-absolute-url/raw/master/license","acap-sdk"
"is-accessor-descriptor@0.1.6","MIT","https://github.com/jonschlinkert/is-accessor-descriptor","https://github.com/jonschlinkert/is-accessor-descriptor/raw/master/LICENSE","acap-sdk"
"is-accessor-descriptor@1.0.0","MIT","https://github.com/jonschlinkert/is-accessor-descriptor","https://github.com/jonschlinkert/is-accessor-descriptor/raw/master/LICENSE","base:acap-sdk"
"is-arguments@1.0.4","MIT","https://github.com/ljharb/is-arguments","https://github.com/ljharb/is-arguments/raw/master/LICENSE","acap-sdk"
"is-binary-path@1.0.1","MIT","https://github.com/sindresorhus/is-binary-path","https://github.com/sindresorhus/is-binary-path/raw/master/license","watchpack:acap-sdk"
"is-binary-path@2.1.0","MIT","https://github.com/sindresorhus/is-binary-path","https://github.com/sindresorhus/is-binary-path/raw/master/license","acap-sdk"
"is-buffer@1.1.6","MIT","https://github.com/feross/is-buffer","https://github.com/feross/is-buffer/raw/master/LICENSE","acap-sdk"
"is-callable@1.1.5","MIT","https://github.com/ljharb/is-callable","https://github.com/ljharb/is-callable/raw/master/LICENSE","acap-sdk"
"is-data-descriptor@0.1.4","MIT","https://github.com/jonschlinkert/is-data-descriptor","https://github.com/jonschlinkert/is-data-descriptor/raw/master/LICENSE","acap-sdk"
"is-data-descriptor@1.0.0","MIT","https://github.com/jonschlinkert/is-data-descriptor","https://github.com/jonschlinkert/is-data-descriptor/raw/master/LICENSE","base:acap-sdk"
"is-date-object@1.0.2","MIT","https://github.com/ljharb/is-date-object","https://github.com/ljharb/is-date-object/raw/master/LICENSE","acap-sdk"
"is-descriptor@0.1.6","MIT","https://github.com/jonschlinkert/is-descriptor","https://github.com/jonschlinkert/is-descriptor/raw/master/LICENSE","acap-sdk"
"is-descriptor@1.0.2","MIT","https://github.com/jonschlinkert/is-descriptor","https://github.com/jonschlinkert/is-descriptor/raw/master/LICENSE","base:acap-sdk"
"is-extendable@0.1.1","MIT","https://github.com/jonschlinkert/is-extendable","https://github.com/jonschlinkert/is-extendable/raw/master/LICENSE","acap-sdk"
"is-extendable@1.0.1","MIT","https://github.com/jonschlinkert/is-extendable","https://github.com/jonschlinkert/is-extendable/raw/master/LICENSE","extend-shallow:acap-sdk"
"is-extglob@2.1.1","MIT","https://github.com/jonschlinkert/is-extglob","https://github.com/jonschlinkert/is-extglob/raw/master/LICENSE","acap-sdk"
"is-fullwidth-code-point@1.0.0","MIT","https://github.com/sindresorhus/is-fullwidth-code-point","https://github.com/sindresorhus/is-fullwidth-code-point/raw/master/license","fsevents:watchpack:acap-sdk"
"is-fullwidth-code-point@2.0.0","MIT","https://github.com/sindresorhus/is-fullwidth-code-point","https://github.com/sindresorhus/is-fullwidth-code-point/raw/master/license","acap-sdk"
"is-glob@3.1.0","MIT","https://github.com/jonschlinkert/is-glob","https://github.com/jonschlinkert/is-glob/raw/master/LICENSE","glob-parent:watchpack:acap-sdk"
"is-glob@4.0.1","MIT","https://github.com/micromatch/is-glob","https://github.com/micromatch/is-glob/raw/master/LICENSE","acap-sdk"
"is-number@3.0.0","MIT","https://github.com/jonschlinkert/is-number","https://github.com/jonschlinkert/is-number/raw/master/LICENSE","acap-sdk"
"is-number@7.0.0","MIT","https://github.com/jonschlinkert/is-number","https://github.com/jonschlinkert/is-number/raw/master/LICENSE","chokidar:acap-sdk"
"is-path-cwd@2.2.0","MIT","https://github.com/sindresorhus/is-path-cwd","https://github.com/sindresorhus/is-path-cwd/raw/master/license","acap-sdk"
"is-path-in-cwd@2.1.0","MIT","https://github.com/sindresorhus/is-path-in-cwd","https://github.com/sindresorhus/is-path-in-cwd/raw/master/license","acap-sdk"
"is-path-inside@2.1.0","MIT","https://github.com/sindresorhus/is-path-inside","https://github.com/sindresorhus/is-path-inside/raw/master/license","acap-sdk"
"is-plain-object@2.0.4","MIT","https://github.com/jonschlinkert/is-plain-object","https://github.com/jonschlinkert/is-plain-object/raw/master/LICENSE","acap-sdk"
"is-regex@1.0.5","MIT","https://github.com/ljharb/is-regex","https://github.com/ljharb/is-regex/raw/master/LICENSE","acap-sdk"
"is-stream@1.1.0","MIT","https://github.com/sindresorhus/is-stream","https://github.com/sindresorhus/is-stream/raw/master/license","acap-sdk"
"is-symbol@1.0.3","MIT","https://github.com/inspect-js/is-symbol","https://github.com/inspect-js/is-symbol/raw/master/LICENSE","acap-sdk"
"is-windows@1.0.2","MIT","https://github.com/jonschlinkert/is-windows","https://github.com/jonschlinkert/is-windows/raw/master/LICENSE","acap-sdk"
"is-wsl@1.1.0","MIT","https://github.com/sindresorhus/is-wsl","https://github.com/sindresorhus/is-wsl/raw/master/license","acap-sdk"
"isarray@1.0.0","MIT","https://github.com/juliangruber/isarray","https://github.com/juliangruber/isarray","acap-sdk"
"isexe@2.0.0","ISC","https://github.com/isaacs/isexe","https://github.com/isaacs/isexe/raw/master/LICENSE","acap-sdk"
"isobject@2.1.0","MIT","https://github.com/jonschlinkert/isobject","https://github.com/jonschlinkert/isobject/raw/master/LICENSE","has-value:unset-value:acap-sdk"
"isobject@3.0.1","MIT","https://github.com/jonschlinkert/isobject","https://github.com/jonschlinkert/isobject/raw/master/LICENSE","acap-sdk"
"jquery@3.4.1","MIT","https://github.com/jquery/jquery","https://github.com/jquery/jquery/raw/master/LICENSE.txt","acap-sdk"
"json-parse-better-errors@1.0.2","MIT","https://github.com/zkat/json-parse-better-errors","https://github.com/zkat/json-parse-better-errors/raw/master/LICENSE.md","acap-sdk"
"json-schema-traverse@0.4.1","MIT","https://github.com/epoberezkin/json-schema-traverse","https://github.com/epoberezkin/json-schema-traverse/raw/master/LICENSE","acap-sdk"
"json3@3.3.3","MIT","https://github.com/bestiejs/json3","https://github.com/bestiejs/json3/raw/master/LICENSE","acap-sdk"
"json5@1.0.1","MIT","https://github.com/json5/json5","https://github.com/json5/json5/raw/master/LICENSE.md","acap-sdk"
"jsrender@1.0.5","MIT","https://github.com/borismoore/jsrender","https://github.com/borismoore/jsrender/raw/master/MIT-LICENSE.txt","acap-sdk"
"kapsule@1.12.1","MIT","https://github.com/vasturiano/kapsule","https://github.com/vasturiano/kapsule/raw/master/LICENSE","acap-sdk"
"killable@1.0.1","ISC","https://github.com/marten-de-vries/killable","https://github.com/marten-de-vries/killable/raw/master/LICENSE","acap-sdk"
"kind-of@3.2.2","MIT","https://github.com/jonschlinkert/kind-of","https://github.com/jonschlinkert/kind-of/raw/master/LICENSE","is-number:acap-sdk"
"kind-of@4.0.0","MIT","https://github.com/jonschlinkert/kind-of","https://github.com/jonschlinkert/kind-of/raw/master/LICENSE","has-values:acap-sdk"
"kind-of@5.1.0","MIT","https://github.com/jonschlinkert/kind-of","https://github.com/jonschlinkert/kind-of/raw/master/LICENSE","is-descriptor:acap-sdk"
"kind-of@6.0.3","MIT","https://github.com/jonschlinkert/kind-of","https://github.com/jonschlinkert/kind-of/raw/master/LICENSE","acap-sdk"
"lcid@2.0.0","MIT","https://github.com/sindresorhus/lcid","https://github.com/sindresorhus/lcid/raw/master/license","acap-sdk"
"leaflet@1.6.0","BSD-2-Clause","https://github.com/Leaflet/Leaflet","https://github.com/Leaflet/Leaflet/raw/master/LICENSE","acap-sdk"
"loader-runner@2.4.0","MIT","https://github.com/webpack/loader-runner","https://github.com/webpack/loader-runner/raw/master/LICENSE","acap-sdk"
"loader-utils@1.2.3","MIT","https://github.com/webpack/loader-utils","https://github.com/webpack/loader-utils/raw/master/LICENSE","acap-sdk"
"locate-path@3.0.0","MIT","https://github.com/sindresorhus/locate-path","https://github.com/sindresorhus/locate-path/raw/master/license","acap-sdk"
"lodash@4.17.15","MIT","https://github.com/lodash/lodash","https://github.com/lodash/lodash/raw/master/LICENSE","acap-sdk"
"loglevel@1.6.7","MIT","https://github.com/pimterry/loglevel","https://github.com/pimterry/loglevel/raw/master/LICENSE-MIT","acap-sdk"
"lower-case@1.1.4","MIT","https://github.com/blakeembrey/lower-case","https://github.com/blakeembrey/lower-case/raw/master/LICENSE","acap-sdk"
"lru-cache@5.1.1","ISC","https://github.com/isaacs/node-lru-cache","https://github.com/isaacs/node-lru-cache/raw/master/LICENSE","acap-sdk"
"make-dir@2.1.0","MIT","https://github.com/sindresorhus/make-dir","https://github.com/sindresorhus/make-dir/raw/master/license","acap-sdk"
"mamacro@0.0.3","MIT","","","acap-sdk"
"map-age-cleaner@0.1.3","MIT","https://github.com/SamVerschueren/map-age-cleaner","https://github.com/SamVerschueren/map-age-cleaner/raw/master/license","acap-sdk"
"map-cache@0.2.2","MIT","https://github.com/jonschlinkert/map-cache","https://github.com/jonschlinkert/map-cache/raw/master/LICENSE","acap-sdk"
"map-visit@1.0.0","MIT","https://github.com/jonschlinkert/map-visit","https://github.com/jonschlinkert/map-visit/raw/master/LICENSE","acap-sdk"
"md5.js@1.3.5","MIT","https://github.com/crypto-browserify/md5.js","https://github.com/crypto-browserify/md5.js/raw/master/LICENSE","acap-sdk"
"media-typer@0.3.0","MIT","https://github.com/jshttp/media-typer","https://github.com/jshttp/media-typer/raw/master/LICENSE","acap-sdk"
"mem@4.3.0","MIT","https://github.com/sindresorhus/mem","https://github.com/sindresorhus/mem/raw/master/license","acap-sdk"
"memory-fs@0.4.1","MIT","https://github.com/webpack/memory-fs","https://github.com/webpack/memory-fs","acap-sdk"
"memory-fs@0.5.0","MIT","https://github.com/webpack/memory-fs","https://github.com/webpack/memory-fs/raw/master/LICENSE","enhanced-resolve:acap-sdk"
"merge-descriptors@1.0.1","MIT","https://github.com/component/merge-descriptors","https://github.com/component/merge-descriptors/raw/master/LICENSE","acap-sdk"
"methods@1.1.2","MIT","https://github.com/jshttp/methods","https://github.com/jshttp/methods/raw/master/LICENSE","acap-sdk"
"micromatch@3.1.10","MIT","https://github.com/micromatch/micromatch","https://github.com/micromatch/micromatch/raw/master/LICENSE","acap-sdk"
"miller-rabin@4.0.1","MIT","https://github.com/indutny/miller-rabin","https://github.com/indutny/miller-rabin","acap-sdk"
"mime-db@1.43.0","MIT","https://github.com/jshttp/mime-db","https://github.com/jshttp/mime-db/raw/master/LICENSE","acap-sdk"
"mime-types@2.1.26","MIT","https://github.com/jshttp/mime-types","https://github.com/jshttp/mime-types/raw/master/LICENSE","acap-sdk"
"mime@1.6.0","MIT","https://github.com/broofa/node-mime","https://github.com/broofa/node-mime/raw/master/LICENSE","send:acap-sdk"
"mime@2.4.4","MIT","https://github.com/broofa/node-mime","https://github.com/broofa/node-mime/raw/master/LICENSE","acap-sdk"
"mimic-fn@2.1.0","MIT","https://github.com/sindresorhus/mimic-fn","https://github.com/sindresorhus/mimic-fn/raw/master/license","acap-sdk"
"minimalistic-assert@1.0.1","ISC","https://github.com/calvinmetcalf/minimalistic-assert","https://github.com/calvinmetcalf/minimalistic-assert/raw/master/LICENSE","acap-sdk"
"minimalistic-crypto-utils@1.0.1","MIT","https://github.com/indutny/minimalistic-crypto-utils","https://github.com/indutny/minimalistic-crypto-utils","acap-sdk"
"minimatch@3.0.4","ISC","https://github.com/isaacs/minimatch","https://github.com/isaacs/minimatch/raw/master/LICENSE","acap-sdk"
"minimist@1.2.5","MIT","https://github.com/substack/minimist","https://github.com/substack/minimist/raw/master/LICENSE","acap-sdk"
"minipass@2.9.0","ISC","https://github.com/isaacs/minipass","https://github.com/isaacs/minipass/raw/master/LICENSE","fsevents:watchpack:acap-sdk"
"minizlib@1.3.3","MIT","https://github.com/isaacs/minizlib","https://github.com/isaacs/minizlib/raw/master/LICENSE","fsevents:watchpack:acap-sdk"
"mississippi@3.0.0","BSD-2-Clause","https://github.com/maxogden/mississippi","https://github.com/maxogden/mississippi/raw/master/license","acap-sdk"
"mixin-deep@1.3.2","MIT","https://github.com/jonschlinkert/mixin-deep","https://github.com/jonschlinkert/mixin-deep/raw/master/LICENSE","acap-sdk"
"mkdirp@0.5.3","MIT","https://github.com/substack/node-mkdirp","https://github.com/substack/node-mkdirp/raw/master/LICENSE","fsevents:watchpack:acap-sdk"
"mkdirp@0.5.5","MIT","https://github.com/substack/node-mkdirp","https://github.com/substack/node-mkdirp/raw/master/LICENSE","acap-sdk"
"moment@2.24.0","MIT","https://github.com/moment/moment","https://github.com/moment/moment/raw/master/LICENSE","acap-sdk"
"move-concurrently@1.0.1","ISC","https://github.com/npm/move-concurrently","https://github.com/npm/move-concurrently/raw/master/LICENSE","acap-sdk"
"ms@2.0.0","MIT","https://github.com/zeit/ms","https://github.com/zeit/ms/raw/master/license.md","acap-sdk"
"ms@2.1.1","MIT","https://github.com/zeit/ms","https://github.com/zeit/ms/raw/master/license.md","send:acap-sdk"
"ms@2.1.2","MIT","https://github.com/zeit/ms","https://github.com/zeit/ms/raw/master/license.md","follow-redirects:acap-sdk"
"multicast-dns-service-types@1.1.0","MIT","https://github.com/mafintosh/multicast-dns-service-types","https://github.com/mafintosh/multicast-dns-service-types/raw/master/LICENSE","acap-sdk"
"multicast-dns@6.2.3","MIT","https://github.com/mafintosh/multicast-dns","https://github.com/mafintosh/multicast-dns/raw/master/LICENSE","acap-sdk"
"nan@2.14.0","MIT","https://github.com/nodejs/nan","https://github.com/nodejs/nan/raw/master/LICENSE.md","acap-sdk"
"nanomatch@1.2.13","MIT","https://github.com/micromatch/nanomatch","https://github.com/micromatch/nanomatch/raw/master/LICENSE","acap-sdk"
"needle@2.2.1","MIT","https://github.com/tomas/needle","https://github.com/tomas/needle/raw/master/license.txt","acap-sdk"
"needle@2.3.3","MIT","https://github.com/tomas/needle","https://github.com/tomas/needle/raw/master/license.txt","fsevents:watchpack:acap-sdk"
"negotiator@0.6.2","MIT","https://github.com/jshttp/negotiator","https://github.com/jshttp/negotiator/raw/master/LICENSE","acap-sdk"
"neo-async@2.6.1","MIT","https://github.com/suguru03/neo-async","https://github.com/suguru03/neo-async/raw/master/LICENSE","acap-sdk"
"nice-try@1.0.5","MIT","https://github.com/electerious/nice-try","https://github.com/electerious/nice-try/raw/master/LICENSE","acap-sdk"
"no-case@2.3.2","MIT","https://github.com/blakeembrey/no-case","https://github.com/blakeembrey/no-case/raw/master/LICENSE","acap-sdk"
"node-forge@0.9.0","(BSD-3-Clause OR GPL-2.0)","https://github.com/digitalbazaar/forge","https://github.com/digitalbazaar/forge/raw/master/LICENSE","acap-sdk"
"node-libs-browser@2.2.1","MIT","https://github.com/webpack/node-libs-browser","https://github.com/webpack/node-libs-browser/raw/master/LICENSE","acap-sdk"
"node-pre-gyp@0.14.0","BSD-3-Clause","https://github.com/mapbox/node-pre-gyp","https://github.com/mapbox/node-pre-gyp/raw/master/LICENSE","fsevents:watchpack:acap-sdk"
"nopt@4.0.3","ISC","https://github.com/npm/nopt","https://github.com/npm/nopt/raw/master/LICENSE","fsevents:watchpack:acap-sdk"
"normalize-path@2.1.1","MIT","https://github.com/jonschlinkert/normalize-path","https://github.com/jonschlinkert/normalize-path/raw/master/LICENSE","anymatch:watchpack:acap-sdk"
"normalize-path@3.0.0","MIT","https://github.com/jonschlinkert/normalize-path","https://github.com/jonschlinkert/normalize-path/raw/master/LICENSE","acap-sdk"
"npm-bundled@1.1.1","ISC","https://github.com/npm/npm-bundled","https://github.com/npm/npm-bundled/raw/master/LICENSE","fsevents:watchpack:acap-sdk"
"npm-normalize-package-bin@1.0.1","ISC","https://github.com/npm/npm-normalize-package-bin","https://github.com/npm/npm-normalize-package-bin/raw/master/LICENSE","fsevents:watchpack:acap-sdk"
"npm-packlist@1.4.8","ISC","https://github.com/npm/npm-packlist","https://github.com/npm/npm-packlist/raw/master/LICENSE","fsevents:watchpack:acap-sdk"
"npm-run-path@2.0.2","MIT","https://github.com/sindresorhus/npm-run-path","https://github.com/sindresorhus/npm-run-path/raw/master/license","acap-sdk"
"npmlog@4.1.2","ISC","https://github.com/npm/npmlog","https://github.com/npm/npmlog/raw/master/LICENSE","fsevents:watchpack:acap-sdk"
"number-is-nan@1.0.1","MIT","https://github.com/sindresorhus/number-is-nan","https://github.com/sindresorhus/number-is-nan/raw/master/license","acap-sdk"
"object-assign@4.1.1","MIT","https://github.com/sindresorhus/object-assign","https://github.com/sindresorhus/object-assign/raw/master/license","acap-sdk"
"object-copy@0.1.0","MIT","https://github.com/jonschlinkert/object-copy","https://github.com/jonschlinkert/object-copy/raw/master/LICENSE","acap-sdk"
"object-inspect@1.7.0","MIT","https://github.com/substack/object-inspect","https://github.com/substack/object-inspect/raw/master/LICENSE","acap-sdk"
"object-is@1.0.2","MIT","https://github.com/es-shims/object-is","https://github.com/es-shims/object-is/raw/master/LICENSE","acap-sdk"
"object-keys@1.1.1","MIT","https://github.com/ljharb/object-keys","https://github.com/ljharb/object-keys/raw/master/LICENSE","acap-sdk"
"object-visit@1.0.1","MIT","https://github.com/jonschlinkert/object-visit","https://github.com/jonschlinkert/object-visit/raw/master/LICENSE","acap-sdk"
"object.assign@4.1.0","MIT","https://github.com/ljharb/object.assign","https://github.com/ljharb/object.assign/raw/master/LICENSE","acap-sdk"
"object.pick@1.3.0","MIT","https://github.com/jonschlinkert/object.pick","https://github.com/jonschlinkert/object.pick/raw/master/LICENSE","acap-sdk"
"obuf@1.1.2","MIT","https://github.com/indutny/offset-buffer","https://github.com/indutny/offset-buffer/raw/master/LICENSE","acap-sdk"
"on-finished@2.3.0","MIT","https://github.com/jshttp/on-finished","https://github.com/jshttp/on-finished/raw/master/LICENSE","acap-sdk"
"on-headers@1.0.2","MIT","https://github.com/jshttp/on-headers","https://github.com/jshttp/on-headers/raw/master/LICENSE","acap-sdk"
"once@1.4.0","ISC","https://github.com/isaacs/once","https://github.com/isaacs/once/raw/master/LICENSE","acap-sdk"
"opn@5.5.0","MIT","https://github.com/sindresorhus/opn","https://github.com/sindresorhus/opn/raw/master/license","acap-sdk"
"original@1.0.2","MIT","https://github.com/unshiftio/original","https://github.com/unshiftio/original/raw/master/LICENSE","acap-sdk"
"os-browserify@0.3.0","MIT","https://github.com/CoderPuppy/os-browserify","https://github.com/CoderPuppy/os-browserify/raw/master/LICENSE","acap-sdk"
"os-homedir@1.0.2","MIT","https://github.com/sindresorhus/os-homedir","https://github.com/sindresorhus/os-homedir/raw/master/license","fsevents:watchpack:acap-sdk"
"os-locale@3.1.0","MIT","https://github.com/sindresorhus/os-locale","https://github.com/sindresorhus/os-locale/raw/master/license","acap-sdk"
"os-tmpdir@1.0.2","MIT","https://github.com/sindresorhus/os-tmpdir","https://github.com/sindresorhus/os-tmpdir/raw/master/license","fsevents:watchpack:acap-sdk"
"osenv@0.1.5","ISC","https://github.com/npm/osenv","https://github.com/npm/osenv/raw/master/LICENSE","fsevents:watchpack:acap-sdk"
"p-defer@1.0.0","MIT","https://github.com/sindresorhus/p-defer","https://github.com/sindresorhus/p-defer/raw/master/license","acap-sdk"
"p-finally@1.0.0","MIT","https://github.com/sindresorhus/p-finally","https://github.com/sindresorhus/p-finally/raw/master/license","acap-sdk"
"p-is-promise@2.1.0","MIT","https://github.com/sindresorhus/p-is-promise","https://github.com/sindresorhus/p-is-promise/raw/master/license","acap-sdk"
"p-limit@2.2.2","MIT","https://github.com/sindresorhus/p-limit","https://github.com/sindresorhus/p-limit/raw/master/license","acap-sdk"
"p-locate@3.0.0","MIT","https://github.com/sindresorhus/p-locate","https://github.com/sindresorhus/p-locate/raw/master/license","acap-sdk"
"p-map@2.1.0","MIT","https://github.com/sindresorhus/p-map","https://github.com/sindresorhus/p-map/raw/master/license","acap-sdk"
"p-retry@3.0.1","MIT","https://github.com/sindresorhus/p-retry","https://github.com/sindresorhus/p-retry/raw/master/license","acap-sdk"
"p-try@2.2.0","MIT","https://github.com/sindresorhus/p-try","https://github.com/sindresorhus/p-try/raw/master/license","acap-sdk"
"pako@1.0.10","(MIT AND Zlib)","https://github.com/nodeca/pako","https://github.com/nodeca/pako/raw/master/LICENSE","acap-sdk"
"parallel-transform@1.2.0","MIT","https://github.com/mafintosh/parallel-transform","https://github.com/mafintosh/parallel-transform/raw/master/LICENSE","acap-sdk"
"param-case@2.1.1","MIT","https://github.com/blakeembrey/param-case","https://github.com/blakeembrey/param-case/raw/master/LICENSE","acap-sdk"
"parse-asn1@5.1.5","ISC","https://github.com/crypto-browserify/parse-asn1","https://github.com/crypto-browserify/parse-asn1/raw/master/LICENSE","acap-sdk"
"parse-passwd@1.0.0","MIT","https://github.com/doowb/parse-passwd","https://github.com/doowb/parse-passwd/raw/master/LICENSE","acap-sdk"
"parseurl@1.3.3","MIT","https://github.com/pillarjs/parseurl","https://github.com/pillarjs/parseurl/raw/master/LICENSE","acap-sdk"
"pascalcase@0.1.1","MIT","https://github.com/jonschlinkert/pascalcase","https://github.com/jonschlinkert/pascalcase/raw/master/LICENSE","acap-sdk"
"path-browserify@0.0.1","MIT","https://github.com/substack/path-browserify","https://github.com/substack/path-browserify/raw/master/LICENSE","acap-sdk"
"path-dirname@1.0.2","MIT","https://github.com/es128/path-dirname","https://github.com/es128/path-dirname/raw/master/license","acap-sdk"
"path-exists@3.0.0","MIT","https://github.com/sindresorhus/path-exists","https://github.com/sindresorhus/path-exists/raw/master/license","acap-sdk"
"path-is-absolute@1.0.1","MIT","https://github.com/sindresorhus/path-is-absolute","https://github.com/sindresorhus/path-is-absolute/raw/master/license","acap-sdk"
"path-is-inside@1.0.2","(WTFPL OR MIT)","https://github.com/domenic/path-is-inside","https://github.com/domenic/path-is-inside/raw/master/LICENSE.txt","acap-sdk"
"path-key@2.0.1","MIT","https://github.com/sindresorhus/path-key","https://github.com/sindresorhus/path-key/raw/master/license","acap-sdk"
"path-to-regexp@0.1.7","MIT","https://github.com/component/path-to-regexp","https://github.com/component/path-to-regexp/raw/master/LICENSE","acap-sdk"
